"Story","Title","Result","Date","Stability","Duration (s)"
"Busqueda basica de un hotel","Flujo exitoso para cliente que busca un hotel","SUCCESS","2021-06-01T00:50:28.155-05:00[America/Bogota]","0.0","30.37"
