"Story","Title","Result","Date","Stability","Duration (s)"
"Validar informacion al intentar reservar un hotel","Flujo exitoso para cliente que busca informacion sobre un hotel","SUCCESS","2021-06-01T23:31:29.271-05:00[America/Bogota]","0.0","23.54"
