"Story","Title","Result","Date","Stability","Duration (s)"
"Busqueda basica para rentar un auto","Flujo exitoso para cliente que busca rentar un auto","SUCCESS","2021-06-01T23:30:56.38-05:00[America/Bogota]","0.0","20.39"
