"Story","Title","Result","Date","Stability","Duration (s)"
"Busqueda basica de un hotel","Flujo exitoso para cliente que busca un hotel","FAILURE","2021-06-01T00:03:04.616-05:00[America/Bogota]","0.0","41.86"
