"Story","Title","Result","Date","Stability","Duration (s)"
"Validar informacion al intentar reservar un hotel","Flujo exitoso para cliente que busca informacion sobre un hotel","FAILURE","2021-07-21T20:37:21.981-05:00[America/Bogota]","0.0","63.21"
