"Story","Title","Result","Date","Stability","Duration (s)"
"Busqueda basica de un hotel","Flujo exitoso para cliente que busca un hotel","ERROR","2021-06-01T00:27:13.555-05:00[America/Bogota]","0.0","14.37"
